feature_index,mean_clean_activation,mean_blur_activation,mean_blur_minus_clean,standardized_change,direction_consistency,mean_change_correct_correct,mean_change_correct_wrong,failure_group_difference,pearson_delta_margin,pearson_pvalue,pearson_qvalue,affine_scale,affine_intercept
8140,8.263320338969327e-08,0.0,-8.263319983825568e-08,-0.0008263319983825568,0.0002,-1.238136064785067e-07,0.0,1.238136064785067e-07,-0.006290169898420572,0.6565529704093933,0.9975714498509674,0.0,8.263319983825568e-08
8141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8153,8.744534627177163,8.746201059686628,0.001666452270001173,0.0004578920001028078,0.504,-0.05512861907482147,0.10700884461402893,0.1621374636888504,-0.012141739018261433,0.3906908631324768,0.9975714498509674,0.57471764087677,3.7179384231567383
8154,0.0,1.9820308198734206e-08,1.982030894964737e-08,0.0001982030894964737,0.0002,2.9697794445837644e-08,0.0,-2.9697794445837644e-08,0.017210524529218674,0.22369904816150665,0.8781225653525392,0.0,0.0
8155,9.639549885656832,9.930690969877203,0.29114142060279846,0.0651696373158644,0.5696,0.19372472167015076,0.5657327771186829,0.3720080554485321,-0.0484289675951004,0.0006134383729659021,0.019860643864595295,0.5977678894996643,3.7033016681671143
8156,8.977287886094074e-07,0.0,-8.977287393463484e-07,-0.001422999867015661,0.0002,-1.3451134464048664e-06,0.0,1.3451134464048664e-06,-0.0037508851382881403,0.7908825874328613,0.9975714498509674,0.0,8.977287961897673e-07
8157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8160,2.8233886981497004e-05,2.1188744172757984e-08,-2.8212696634000167e-05,-0.004055547367803929,0.0004,-4.227254612487741e-05,0.0,4.227254612487741e-05,0.008402411825954914,0.5525080561637878,0.9975714498509674,5.014974594116211,2.8127626137575135e-05
8161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
